,F,R,S,V
238028,7.0,solace,5.0,0.0
220157,7.0,solera,0.0,1.0
223353,7.0,solera,2.0,1.0
226424,7.0,solera,3.0,1.0
234789,7.0,solera,11.0,1.0
238029,7.0,solera,5.0,1.0
239400,7.0,solera,8.0,1.0
240841,7.0,solera,6.0,1.0
245643,7.0,solera,1.0,1.0
220158,7.0,solex,0.0,1.0
223354,7.0,solex,2.0,1.0
232333,7.0,solex,4.0,1.0
240842,7.0,solex,6.0,1.0
220159,7.0,solo,0.0,1.0
226425,7.0,solo,3.0,1.0
233878,7.0,solo,9.0,1.0
235607,7.0,solo,10.0,1.0
238030,7.0,solo,5.0,1.0
240843,7.0,solo,6.0,1.0
245644,7.0,solo,1.0,1.0
220160,7.0,solopizza,0.0,1.0
223356,7.0,solopizza,2.0,1.0
245645,7.0,solopizza,1.0,1.0
220161,7.0,sombrero,0.0,1.0
234792,7.0,sombrero,11.0,1.0
220163,7.0,soncubano,0.0,1.0
223357,7.0,soncubano,2.0,1.0
226427,7.0,soncubano,3.0,1.0
233880,7.0,soncubano,9.0,1.0
235609,7.0,soncubano,10.0,1.0
238031,7.0,soncubano,5.0,1.0
239401,7.0,soncubano,8.0,1.0
245647,7.0,soncubano,1.0,1.0
220166,7.0,songkran,0.0,1.0
245649,7.0,songkran,1.0,1.0
220167,7.0,soniarose,0.0,1.0
233881,7.0,soniarose,9.0,1.0
235610,7.0,soniarose,10.0,1.0
238033,7.0,soniarose,5.0,1.0
240845,7.0,soniarose,6.0,1.0
245651,7.0,soniarose,1.0,1.0
220168,7.0,sookk,0.0,1.0
223359,7.0,sookk,2.0,1.0
238034,7.0,sookk,5.0,1.0
240846,7.0,sookk,6.0,1.0
220174,7.0,sophies,0.0,1.0
245653,7.0,sophies,1.0,1.0
220175,7.0,sorella,0.0,1.0
223360,7.0,sorella,2.0,1.0
238039,7.0,sorella,5.0,1.0
240847,7.0,sorella,6.0,1.0
242309,7.0,sorella,7.0,1.0
220176,7.0,sosaborella,0.0,1.0
226430,7.0,sosaborella,3.0,1.0
233882,7.0,sosaborella,9.0,1.0
234795,7.0,sosaborella,11.0,1.0
235611,7.0,sosaborella,10.0,1.0
238042,7.0,sosaborella,5.0,0.0
240848,7.0,sosaborella,6.0,1.0
220177,7.0,soto,0.0,1.0
223361,7.0,soto,2.0,1.0
238043,7.0,soto,5.0,1.0
239403,7.0,soto,8.0,1.0
240849,7.0,soto,6.0,1.0
242310,7.0,soto,7.0,1.0
220178,7.0,sottocinque,0.0,1.0
232345,7.0,sottocinque,4.0,1.0
235612,7.0,sottocinque,10.0,1.0
220181,7.0,souen,0.0,1.0
223363,7.0,souen,2.0,1.0
238045,7.0,souen,5.0,1.0
240852,7.0,souen,6.0,1.0
245660,7.0,souen,1.0,1.0
139709,4.0,soulfixins,4.0,0.0
220183,7.0,soulfixins,0.0,1.0
223364,7.0,soulfixins,2.0,1.0
226433,7.0,soulfixins,3.0,1.0
238049,7.0,soulfixins,5.0,1.0
240854,7.0,soulfixins,6.0,1.0
242311,7.0,soulfixins,7.0,1.0
245661,7.0,soulfixins,1.0,1.0
127542,4.0,sounkyosushi,0.0,0.0
223365,7.0,sounkyosushi,2.0,1.0
220186,7.0,soupburg,0.0,1.0
223366,7.0,soupburg,2.0,1.0
226434,7.0,soupburg,3.0,1.0
232351,7.0,soupburg,4.0,1.0
240856,7.0,soupburg,6.0,0.0
245667,7.0,soupburg,1.0,1.0
220194,7.0,soupman,0.0,1.0
238050,7.0,soupman,5.0,1.0
220197,7.0,soupstop,0.0,1.0
245669,7.0,soupstop,1.0,1.0
220199,7.0,southgate,0.0,1.0
223367,7.0,southgate,2.0,1.0
233883,7.0,southgate,9.0,1.0
235613,7.0,southgate,10.0,1.0
238052,7.0,southgate,5.0,1.0
240857,7.0,southgate,6.0,1.0
220200,7.0,southernhospitality,0.0,1.0
223368,7.0,southernhospitality,2.0,1.0
238053,7.0,southernhospitality,5.0,1.0
240858,7.0,southernhospitality,6.0,1.0
242312,7.0,southernhospitality,7.0,1.0
220201,7.0,souths,0.0,1.0
223369,7.0,souths,2.0,1.0
245671,7.0,souths,1.0,1.0
220203,7.0,southwestny,0.0,1.0
223371,7.0,southwestny,2.0,1.0
226439,7.0,southwestny,3.0,1.0
235614,7.0,southwestny,10.0,1.0
238054,7.0,southwestny,5.0,1.0
220205,7.0,soy,0.0,1.0
223372,7.0,soy,2.0,1.0
238055,7.0,soy,5.0,1.0
240859,7.0,soy,6.0,1.0
242313,7.0,soy,7.0,1.0
245673,7.0,soy,1.0,1.0
220207,7.0,soyluckclub,0.0,1.0
223373,7.0,soyluckclub,2.0,1.0
238056,7.0,soyluckclub,5.0,1.0
245674,7.0,soyluckclub,1.0,1.0
220208,7.0,spacemarket,0.0,1.0
245676,7.0,spacemarket,1.0,1.0
220210,7.0,spaghettiwestern,0.0,1.0
232361,7.0,spaghettiwestern,4.0,1.0
245677,7.0,spaghettiwestern,1.0,1.0
220211,7.0,spainrestaurant,0.0,1.0
223374,7.0,spainrestaurant,2.0,1.0
226441,7.0,spainrestaurant,3.0,1.0
232362,7.0,spainrestaurant,4.0,1.0
220212,7.0,spanishtaverna,0.0,1.0
226442,7.0,spanishtaverna,3.0,1.0
232363,7.0,spanishtaverna,4.0,1.0
220213,7.0,spankysbbq,0.0,0.0
223375,7.0,spankysbbq,2.0,1.0
226443,7.0,spankysbbq,3.0,1.0
238059,7.0,spankysbbq,5.0,0.0
240860,7.0,spankysbbq,6.0,0.0
245680,7.0,spankysbbq,1.0,1.0
220214,7.0,sparkssteakhouse,0.0,1.0
226444,7.0,sparkssteakhouse,3.0,1.0
232364,7.0,sparkssteakhouse,4.0,1.0
239405,7.0,sparkssteakhouse,8.0,1.0
240861,7.0,sparkssteakhouse,6.0,1.0
245681,7.0,sparkssteakhouse,1.0,1.0
220220,7.0,spice,0.0,1.0
226445,7.0,spice,3.0,1.0
238063,7.0,spice,5.0,1.0
239407,7.0,spice,8.0,1.0
240865,7.0,spice,6.0,1.0
242318,7.0,spice,7.0,1.0
245685,7.0,spice,1.0,1.0
220221,7.0,spicecove,0.0,1.0
223377,7.0,spicecove,2.0,1.0
232367,7.0,spicecove,4.0,1.0
238064,7.0,spicecove,5.0,1.0
245686,7.0,spicecove,1.0,1.0
220222,7.0,spicefusion,0.0,1.0
232368,7.0,spicefusion,4.0,1.0
220223,7.0,spicemarket,0.0,1.0
223378,7.0,spicemarket,2.0,1.0
226446,7.0,spicemarket,3.0,1.0
233884,7.0,spicemarket,9.0,1.0
234798,7.0,spicemarket,11.0,1.0
235615,7.0,spicemarket,10.0,1.0
238065,7.0,spicemarket,5.0,1.0
239408,7.0,spicemarket,8.0,1.0
242319,7.0,spicemarket,7.0,1.0
245687,7.0,spicemarket,1.0,1.0
220226,7.0,spiga,0.0,1.0
223379,7.0,spiga,2.0,1.0
238066,7.0,spiga,5.0,1.0
240866,7.0,spiga,6.0,1.0
242320,7.0,spiga,7.0,1.0
245688,7.0,spiga,1.0,1.0
220227,7.0,spigolo,0.0,1.0
223380,7.0,spigolo,2.0,1.0
226447,7.0,spigolo,3.0,1.0
238067,7.0,spigolo,5.0,1.0
239409,7.0,spigolo,8.0,1.0
240867,7.0,spigolo,6.0,1.0
245689,7.0,spigolo,1.0,1.0
220229,7.0,spitzerscorner,0.0,1.0
223381,7.0,spitzerscorner,2.0,1.0
238068,7.0,spitzerscorner,5.0,1.0
240868,7.0,spitzerscorner,6.0,1.0
242321,7.0,spitzerscorner,7.0,1.0
245690,7.0,spitzerscorner,1.0,1.0
220231,7.0,spoon,0.0,1.0
223382,7.0,spoon,2.0,1.0
245692,7.0,spoon,1.0,1.0
220232,7.0,spotlightlive,0.0,0.0
223383,7.0,spotlightlive,2.0,1.0
238069,7.0,spotlightlive,5.0,0.0
239410,7.0,spotlightlive,8.0,1.0
240869,7.0,spotlightlive,6.0,0.0
220233,7.0,springstreetnatural,0.0,1.0
223384,7.0,springstreetnatural,2.0,1.0
238070,7.0,springstreetnatural,5.0,1.0
240870,7.0,springstreetnatural,6.0,1.0
245694,7.0,springstreetnatural,1.0,1.0
220235,7.0,standrews,0.0,1.0
223387,7.0,standrews,2.0,1.0
226454,7.0,standrews,3.0,1.0
232381,7.0,standrews,4.0,1.0
242324,7.0,standrews,7.0,1.0
220236,7.0,stdymphnas,0.0,1.0
226455,7.0,stdymphnas,3.0,1.0
238075,7.0,stdymphnas,5.0,1.0
245697,7.0,stdymphnas,1.0,1.0
220238,7.0,stmaggiescafe,0.0,1.0
226456,7.0,stmaggiescafe,3.0,1.0
232382,7.0,stmaggiescafe,4.0,1.0
220239,7.0,stagedeli,0.0,1.0
223388,7.0,stagedeli,2.0,1.0
226458,7.0,stagedeli,3.0,1.0
238077,7.0,stagedeli,5.0,1.0
239413,7.0,stagedeli,8.0,1.0
240874,7.0,stagedeli,6.0,1.0
220242,7.0,stagerestaurant,0.0,1.0
245698,7.0,stagerestaurant,1.0,1.0
220244,7.0,staghornsteakhouse,0.0,1.0
233885,7.0,staghornsteakhouse,9.0,1.0
235616,7.0,staghornsteakhouse,10.0,1.0
238078,7.0,staghornsteakhouse,5.0,1.0
240875,7.0,staghornsteakhouse,6.0,1.0
220245,7.0,stand,0.0,1.0
223389,7.0,stand,2.0,1.0
238079,7.0,stand,5.0,1.0
239414,7.0,stand,8.0,1.0
240876,7.0,stand,6.0,1.0
242326,7.0,stand,7.0,1.0
245699,7.0,stand,1.0,1.0
220248,7.0,stardiner,0.0,1.0
234801,7.0,stardiner,11.0,1.0
220252,7.0,stargaterestaurant,0.0,1.0
226464,7.0,stargaterestaurant,3.0,1.0
232391,7.0,stargaterestaurant,4.0,1.0
220255,7.0,steakfrites,0.0,1.0
223391,7.0,steakfrites,2.0,1.0
226468,7.0,steakfrites,3.0,1.0
233886,7.0,steakfrites,9.0,1.0
234840,7.0,steakfrites,11.0,1.0
235617,7.0,steakfrites,10.0,1.0
238081,7.0,steakfrites,5.0,1.0
239417,7.0,steakfrites,8.0,1.0
240877,7.0,steakfrites,6.0,1.0
242327,7.0,steakfrites,7.0,1.0
245707,7.0,steakfrites,1.0,1.0
220256,7.0,steamerslanding,0.0,1.0
223392,7.0,steamerslanding,2.0,1.0
226469,7.0,steamerslanding,3.0,1.0
232398,7.0,steamerslanding,4.0,1.0
220257,7.0,stellamaris,0.0,1.0
223394,7.0,stellamaris,2.0,1.0
232400,7.0,stellamaris,4.0,1.0
233887,7.0,stellamaris,9.0,1.0
238082,7.0,stellamaris,5.0,1.0
239419,7.0,stellamaris,8.0,1.0
220259,7.0,stevespizza,0.0,1.0
245710,7.0,stevespizza,1.0,1.0
220260,7.0,stickyrice,0.0,1.0
223395,7.0,stickyrice,2.0,1.0
245711,7.0,stickyrice,1.0,1.0
220264,7.0,stk,0.0,1.0
223396,7.0,stk,2.0,1.0
226475,7.0,stk,3.0,1.0
238084,7.0,stk,5.0,1.0
245712,7.0,stk,1.0,1.0
220265,7.0,stogo,0.0,1.0
238085,7.0,stogo,5.0,1.0
220267,7.0,stonerose,0.0,1.0
233888,7.0,stonerose,9.0,1.0
234841,7.0,stonerose,11.0,1.0
235618,7.0,stonerose,10.0,1.0
220268,7.0,stonestreettavern,0.0,1.0
223397,7.0,stonestreettavern,2.0,1.0
232404,7.0,stonestreettavern,4.0,1.0
233889,7.0,stonestreettavern,9.0,1.0
245713,7.0,stonestreettavern,1.0,1.0
220270,7.0,stoutnyc,0.0,1.0
234842,7.0,stoutnyc,11.0,1.0
242328,7.0,stoutnyc,7.0,1.0
220272,7.0,strictlyroots,0.0,1.0
223398,7.0,strictlyroots,2.0,1.0
245717,7.0,strictlyroots,1.0,1.0
220273,7.0,striphouse,0.0,1.0
223399,7.0,striphouse,2.0,1.0
233891,7.0,striphouse,9.0,1.0
235620,7.0,striphouse,10.0,1.0
238086,7.0,striphouse,5.0,1.0
239420,7.0,striphouse,8.0,1.0
240879,7.0,striphouse,6.0,1.0
242330,7.0,striphouse,7.0,1.0
245718,7.0,striphouse,1.0,1.0
220277,7.0,strombolipizzeria,0.0,1.0
223400,7.0,strombolipizzeria,2.0,1.0
245719,7.0,strombolipizzeria,1.0,1.0
41463,1.0,suba,3.0,0.0
142973,4.0,suba,10.0,0.0
149579,4.0,suba,7.0,0.0
161598,5.0,suba,2.0,0.0
220279,7.0,suba,0.0,0.0
233892,7.0,suba,9.0,1.0
238087,7.0,suba,5.0,1.0
239421,7.0,suba,8.0,1.0
240880,7.0,suba,6.0,0.0
245721,7.0,suba,1.0,1.0
220281,7.0,subtletea,0.0,1.0
223402,7.0,subtletea,2.0,1.0
220282,7.0,suenos,0.0,1.0
233894,7.0,suenos,9.0,1.0
235621,7.0,suenos,10.0,1.0
239422,7.0,suenos,8.0,1.0
240881,7.0,suenos,6.0,1.0
220283,7.0,sugarbar,0.0,1.0
232447,7.0,sugarbar,4.0,1.0
238089,7.0,sugarbar,5.0,1.0
220284,7.0,sugarcafe,0.0,1.0
245725,7.0,sugarcafe,1.0,1.0
220286,7.0,sugarsweetsunshine,0.0,1.0
238092,7.0,sugarsweetsunshine,5.0,1.0
245726,7.0,sugarsweetsunshine,1.0,1.0
220287,7.0,sugiyama,0.0,1.0
223404,7.0,sugiyama,2.0,1.0
226487,7.0,sugiyama,3.0,1.0
238094,7.0,sugiyama,5.0,1.0
239423,7.0,sugiyama,8.0,1.0
240883,7.0,sugiyama,6.0,1.0
220289,7.0,sullivandiner,0.0,1.0
223406,7.0,sullivandiner,2.0,1.0
238096,7.0,sullivandiner,5.0,1.0
245730,7.0,sullivandiner,1.0,1.0
220290,7.0,sullivanstreetbakery,0.0,1.0
226490,7.0,sullivanstreetbakery,3.0,1.0
238097,7.0,sullivanstreetbakery,5.0,1.0
245731,7.0,sullivanstreetbakery,1.0,1.0
220291,7.0,sultanacafe,0.0,1.0
245733,7.0,sultanacafe,1.0,1.0
220293,7.0,sumilesushi,0.0,1.0
223407,7.0,sumilesushi,2.0,1.0
232453,7.0,sumilesushi,4.0,1.0
233895,7.0,sumilesushi,9.0,1.0
238098,7.0,sumilesushi,5.0,1.0
240884,7.0,sumilesushi,6.0,1.0
220302,7.0,sundaesandcones,0.0,1.0
223408,7.0,sundaesandcones,2.0,1.0
238100,7.0,sundaesandcones,5.0,1.0
220307,7.0,sunshinekitchen,0.0,1.0
232473,7.0,sunshinekitchen,4.0,1.0
220310,7.0,supertacos,0.0,1.0
226502,7.0,supertacos,3.0,1.0
245742,7.0,supertacos,1.0,1.0
220311,7.0,supertaste,0.0,1.0
238103,7.0,supertaste,5.0,1.0
242339,7.0,supertaste,7.0,1.0
220312,7.0,supermac,0.0,1.0
223410,7.0,supermac,2.0,1.0
238104,7.0,supermac,5.0,1.0
240885,7.0,supermac,6.0,1.0
242340,7.0,supermac,7.0,1.0
245743,7.0,supermac,1.0,1.0
220313,7.0,supper,0.0,1.0
223411,7.0,supper,2.0,1.0
226503,7.0,supper,3.0,1.0
238105,7.0,supper,5.0,1.0
239425,7.0,supper,8.0,1.0
240886,7.0,supper,6.0,1.0
245744,7.0,supper,1.0,1.0
220315,7.0,surathekingsmeal,0.0,1.0
238106,7.0,surathekingsmeal,5.0,1.0
220316,7.0,surfcitysqueeze,0.0,1.0
223412,7.0,surfcitysqueeze,2.0,1.0
232475,7.0,surfcitysqueeze,4.0,1.0
238107,7.0,surfcitysqueeze,5.0,1.0
220317,7.0,surya,0.0,1.0
223413,7.0,surya,2.0,1.0
226504,7.0,surya,3.0,1.0
238108,7.0,surya,5.0,1.0
239426,7.0,surya,8.0,1.0
240887,7.0,surya,6.0,1.0
220319,7.0,sushialakawa,0.0,1.0
242342,7.0,sushialakawa,7.0,1.0
220320,7.0,sushiagogo,0.0,1.0
223414,7.0,sushiagogo,2.0,1.0
226505,7.0,sushiagogo,3.0,1.0
238109,7.0,sushiagogo,5.0,1.0
245746,7.0,sushiagogo,1.0,1.0
220322,7.0,sushidamodamo,0.0,1.0
223416,7.0,sushidamodamo,2.0,1.0
245748,7.0,sushidamodamo,1.0,1.0
220327,7.0,sushihana,0.0,1.0
223417,7.0,sushihana,2.0,1.0
226507,7.0,sushihana,3.0,1.0
232479,7.0,sushihana,4.0,1.0
238111,7.0,sushihana,5.0,1.0
240889,7.0,sushihana,6.0,1.0
245750,7.0,sushihana,1.0,1.0
220331,7.0,sushimambo,0.0,1.0
223418,7.0,sushimambo,2.0,1.0
220333,7.0,sushiofgari,0.0,1.0
223419,7.0,sushiofgari,2.0,1.0
226508,7.0,sushiofgari,3.0,1.0
235622,7.0,sushiofgari,10.0,1.0
238113,7.0,sushiofgari,5.0,1.0
239427,7.0,sushiofgari,8.0,1.0
240891,7.0,sushiofgari,6.0,1.0
220334,7.0,sushionhudson,0.0,1.0
223420,7.0,sushionhudson,2.0,1.0
226509,7.0,sushionhudson,3.0,1.0
232482,7.0,sushionhudson,4.0,1.0
220336,7.0,sushiseki,0.0,1.0
223421,7.0,sushiseki,2.0,1.0
226512,7.0,sushiseki,3.0,1.0
238117,7.0,sushiseki,5.0,1.0
239429,7.0,sushiseki,8.0,1.0
240894,7.0,sushiseki,6.0,1.0
242344,7.0,sushiseki,7.0,1.0
245754,7.0,sushiseki,1.0,1.0
220337,7.0,sushisennin,0.0,1.0
238119,7.0,sushisennin,5.0,1.0
245756,7.0,sushisennin,1.0,1.0
220338,7.0,sushisuki,0.0,1.0
245757,7.0,sushisuki,1.0,1.0
220339,7.0,sushitime,0.0,1.0
245759,7.0,sushitime,1.0,1.0
220340,7.0,sushitwist,0.0,1.0
223423,7.0,sushitwist,2.0,1.0
233898,7.0,sushitwist,9.0,1.0
235624,7.0,sushitwist,10.0,1.0
245760,7.0,sushitwist,1.0,1.0
220341,7.0,sushiyasuda,0.0,1.0
223424,7.0,sushiyasuda,2.0,1.0
226514,7.0,sushiyasuda,3.0,1.0
238120,7.0,sushiyasuda,5.0,1.0
239430,7.0,sushiyasuda,8.0,1.0
240895,7.0,sushiyasuda,6.0,1.0
242345,7.0,sushiyasuda,7.0,1.0
245761,7.0,sushiyasuda,1.0,1.0
220342,7.0,sushiyawa,0.0,1.0
238121,7.0,sushiyawa,5.0,1.0
220345,7.0,sushizen,0.0,1.0
223425,7.0,sushizen,2.0,1.0
226515,7.0,sushizen,3.0,1.0
234876,7.0,sushizen,11.0,1.0
238122,7.0,sushizen,5.0,1.0
239431,7.0,sushizen,8.0,1.0
240896,7.0,sushizen,6.0,1.0
242346,7.0,sushizen,7.0,1.0
245762,7.0,sushizen,1.0,1.0
220346,7.0,sushiann,0.0,1.0
223426,7.0,sushiann,2.0,1.0
238123,7.0,sushiann,5.0,1.0
240888,7.0,sushiann,6.0,1.0
245747,7.0,sushiann,1.0,1.0
220348,7.0,sushiden,0.0,1.0
223428,7.0,sushiden,2.0,1.0
226517,7.0,sushiden,3.0,1.0
238125,7.0,sushiden,5.0,1.0
240898,7.0,sushiden,6.0,1.0
220349,7.0,sushisamba,0.0,1.0
223429,7.0,sushisamba,2.0,1.0
226510,7.0,sushisamba,3.0,1.0
238115,7.0,sushisamba,5.0,1.0
239428,7.0,sushisamba,8.0,1.0
242343,7.0,sushisamba,7.0,1.0
245764,7.0,sushisamba,1.0,1.0
220350,7.0,sushisambapark,0.0,1.0
233900,7.0,sushisambapark,9.0,1.0
234878,7.0,sushisambapark,11.0,1.0
235626,7.0,sushisambapark,10.0,1.0
220351,7.0,sushitei,0.0,1.0
226519,7.0,sushitei,3.0,1.0
232489,7.0,sushitei,4.0,1.0
220352,7.0,sushiya,0.0,1.0
223431,7.0,sushiya,2.0,1.0
245765,7.0,sushiya,1.0,1.0
220355,7.0,suteishi,0.0,1.0
223432,7.0,suteishi,2.0,1.0
232494,7.0,suteishi,4.0,1.0
233901,7.0,suteishi,9.0,1.0
235627,7.0,suteishi,10.0,1.0
238126,7.0,suteishi,5.0,1.0
242348,7.0,suteishi,7.0,1.0
245766,7.0,suteishi,1.0,1.0
220356,7.0,suttoncafe,0.0,1.0
245767,7.0,suttoncafe,1.0,1.0
220358,7.0,suttonplace,0.0,1.0
245768,7.0,suttonplace,1.0,1.0
220359,7.0,suzies,0.0,1.0
223433,7.0,suzies,2.0,1.0
245769,7.0,suzies,1.0,1.0
220360,7.0,suzusushi,0.0,1.0
245770,7.0,suzusushi,1.0,1.0
220367,7.0,sweetlifecafe,0.0,1.0
232501,7.0,sweetlifecafe,4.0,1.0
245772,7.0,sweetlifecafe,1.0,1.0
220368,7.0,sweetrevenge,0.0,1.0
238129,7.0,sweetrevenge,5.0,1.0
220370,7.0,sweetiepie,0.0,1.0
223434,7.0,sweetiepie,2.0,1.0
238130,7.0,sweetiepie,5.0,1.0
240901,7.0,sweetiepie,6.0,1.0
242349,7.0,sweetiepie,7.0,1.0
220371,7.0,swichpressedsandwiches,0.0,1.0
223435,7.0,swichpressedsandwiches,2.0,1.0
220372,7.0,swift,0.0,1.0
226524,7.0,swift,3.0,1.0
220373,7.0,swiftys,0.0,1.0
223436,7.0,swiftys,2.0,1.0
226525,7.0,swiftys,3.0,1.0
238132,7.0,swiftys,5.0,1.0
240903,7.0,swiftys,6.0,1.0
220376,7.0,swizz,0.0,1.0
239435,7.0,swizz,8.0,1.0
220377,7.0,sylvias,0.0,1.0
223440,7.0,sylvias,2.0,1.0
238135,7.0,sylvias,5.0,1.0
220378,7.0,symposiumgreekrestaurant,0.0,1.0
226529,7.0,symposiumgreekrestaurant,3.0,1.0
232506,7.0,symposiumgreekrestaurant,4.0,1.0
220380,7.0,szechuangourmet,0.0,1.0
223441,7.0,szechuangourmet,2.0,1.0
238137,7.0,szechuangourmet,5.0,1.0
240906,7.0,szechuangourmet,6.0,1.0
220381,7.0,szechuanhunancottage,0.0,1.0
226531,7.0,szechuanhunancottage,3.0,1.0
220382,7.0,szechuankitchen,0.0,1.0
232509,7.0,szechuankitchen,4.0,1.0
220384,7.0,tsalontemporium,0.0,1.0
238139,7.0,tsalontemporium,5.0,1.0
245781,7.0,tsalontemporium,1.0,1.0
220386,7.0,tsma,0.0,1.0
223444,7.0,tsma,2.0,1.0
226536,7.0,tsma,3.0,1.0
220388,7.0,taamtov,0.0,1.0
223445,7.0,taamtov,2.0,1.0
238140,7.0,taamtov,5.0,1.0
240907,7.0,taamtov,6.0,1.0
242350,7.0,taamtov,7.0,1.0
220390,7.0,tabla,0.0,1.0
223446,7.0,tabla,2.0,1.0
226537,7.0,tabla,3.0,1.0
233904,7.0,tabla,9.0,1.0
235629,7.0,tabla,10.0,1.0
238141,7.0,tabla,5.0,1.0
239436,7.0,tabla,8.0,1.0
220391,7.0,tabledhote,0.0,1.0
226538,7.0,tabledhote,3.0,1.0
232520,7.0,tabledhote,4.0,1.0
220393,7.0,taboon,0.0,1.0
223451,7.0,taboon,2.0,1.0
226539,7.0,taboon,3.0,1.0
233905,7.0,taboon,9.0,1.0
235630,7.0,taboon,10.0,1.0
238145,7.0,taboon,5.0,1.0
239437,7.0,taboon,8.0,1.0
240908,7.0,taboon,6.0,1.0
245788,7.0,taboon,1.0,1.0
220396,7.0,tacotortillaking,0.0,1.0
232523,7.0,tacotortillaking,4.0,1.0
220397,7.0,tacobandito,0.0,1.0
232524,7.0,tacobandito,4.0,1.0
220398,7.0,tacocity,0.0,1.0
232531,7.0,tacocity,4.0,1.0
220400,7.0,tacogrill,0.0,1.0
232534,7.0,tacogrill,4.0,1.0
220401,7.0,tacohouse,0.0,1.0
232535,7.0,tacohouse,4.0,1.0
220403,7.0,tacotaco,0.0,1.0
223452,7.0,tacotaco,2.0,1.0
226542,7.0,tacotaco,3.0,1.0
238146,7.0,tacotaco,5.0,1.0
240909,7.0,tacotaco,6.0,1.0
245789,7.0,tacotaco,1.0,1.0
220405,7.0,tacocina,0.0,1.0
232519,7.0,tacocina,4.0,1.0
233903,7.0,tacocina,9.0,1.0
242352,7.0,tacocina,7.0,1.0
245790,7.0,tacocina,1.0,1.0
220408,7.0,tadka,0.0,1.0
238147,7.0,tadka,5.0,1.0
220409,7.0,tafu,0.0,1.0
223453,7.0,tafu,2.0,1.0
238148,7.0,tafu,5.0,1.0
220410,7.0,taginedininggallery,0.0,1.0
223454,7.0,taginedininggallery,2.0,1.0
226546,7.0,taginedininggallery,3.0,1.0
232547,7.0,taginedininggallery,4.0,1.0
234879,7.0,taginedininggallery,11.0,1.0
238149,7.0,taginedininggallery,5.0,1.0
240910,7.0,taginedininggallery,6.0,1.0
220412,7.0,taithai,0.0,1.0
223455,7.0,taithai,2.0,1.0
220414,7.0,tailor,0.0,1.0
223456,7.0,tailor,2.0,1.0
238151,7.0,tailor,5.0,1.0
239438,7.0,tailor,8.0,1.0
240912,7.0,tailor,6.0,1.0
242354,7.0,tailor,7.0,1.0
245794,7.0,tailor,1.0,1.0
220415,7.0,taim,0.0,1.0
240913,7.0,taim,6.0,1.0
242355,7.0,taim,7.0,1.0
245795,7.0,taim,1.0,1.0
220418,7.0,tajmahal,0.0,1.0
238154,7.0,tajmahal,5.0,1.0
220421,7.0,takahachi,0.0,1.0
223459,7.0,takahachi,2.0,1.0
226550,7.0,takahachi,3.0,1.0
238156,7.0,takahachi,5.0,1.0
240914,7.0,takahachi,6.0,1.0
220423,7.0,taksim,0.0,1.0
223460,7.0,taksim,2.0,1.0
238158,7.0,taksim,5.0,1.0
240915,7.0,taksim,6.0,1.0
242357,7.0,taksim,7.0,1.0
245804,7.0,taksim,1.0,1.0
220426,7.0,talbagels,0.0,1.0
234880,7.0,talbagels,11.0,1.0
245808,7.0,talbagels,1.0,1.0
220427,7.0,talay,0.0,1.0
223461,7.0,talay,2.0,1.0
238159,7.0,talay,5.0,1.0
239440,7.0,talay,8.0,1.0
245810,7.0,talay,1.0,1.0
220429,7.0,taliassteakhouse,0.0,1.0
223462,7.0,taliassteakhouse,2.0,1.0
220433,7.0,tamarind,0.0,1.0
223463,7.0,tamarind,2.0,1.0
226552,7.0,tamarind,3.0,1.0
233912,7.0,tamarind,9.0,1.0
235635,7.0,tamarind,10.0,1.0
238162,7.0,tamarind,5.0,1.0
239441,7.0,tamarind,8.0,1.0
242358,7.0,tamarind,7.0,1.0
245812,7.0,tamarind,1.0,1.0
220436,7.0,tamilnadubhavan,0.0,1.0
242359,7.0,tamilnadubhavan,7.0,1.0
220438,7.0,tanakasushi,0.0,1.0
223464,7.0,tanakasushi,2.0,1.0
21124,0.0,tangpavilion,8.0,0.0
220441,7.0,tangpavilion,0.0,1.0
223465,7.0,tangpavilion,2.0,1.0
226558,7.0,tangpavilion,3.0,1.0
238164,7.0,tangpavilion,5.0,1.0
240917,7.0,tangpavilion,6.0,1.0
242360,7.0,tangpavilion,7.0,1.0
245814,7.0,tangpavilion,1.0,1.0
220443,7.0,tangtang,0.0,1.0
223466,7.0,tangtang,2.0,1.0
226559,7.0,tangtang,3.0,1.0
245816,7.0,tangtang,1.0,1.0
220445,7.0,tao,0.0,1.0
226562,7.0,tao,3.0,1.0
232573,7.0,tao,4.0,1.0
233913,7.0,tao,9.0,1.0
234884,7.0,tao,11.0,1.0
235636,7.0,tao,10.0,1.0
238167,7.0,tao,5.0,1.0
239442,7.0,tao,8.0,1.0
240919,7.0,tao,6.0,1.0
245818,7.0,tao,1.0,1.0
220447,7.0,taqueriacalifornia,0.0,1.0
234885,7.0,taqueriacalifornia,11.0,1.0
238170,7.0,taqueriacalifornia,5.0,1.0
220450,7.0,taqueriayfondalamexicana,0.0,1.0
223469,7.0,taqueriayfondalamexicana,2.0,1.0
226564,7.0,taqueriayfondalamexicana,3.0,1.0
232578,7.0,taqueriayfondalamexicana,4.0,1.0
220453,7.0,taralluccievino,0.0,1.0
223471,7.0,taralluccievino,2.0,1.0
233914,7.0,taralluccievino,9.0,1.0
